represent;979;430;2068
mctcnpqfndctfapsmeccapesprocentroo;477;370;971
dist;5;2012;9
func;675;294;1394
622008;84;516;125
ago2007;935;50;1964
ocident;169;926;281
clim;986;1073;2089
construçã;587;108;1208
012005;559;10887;1147
0212009;430;46;873
332006;333;112;638
áre;198;392;336
012000;544;430;1119
012004;514;10210;1043
122005;665;551;1374
122004;992;2;2099
332008;374;208;741
122006;211;1312;359
rot;178;193;1828
222006;451;20;914
ctenergmmecnpq;310;124;589
econôm;496;9699;1005
012006;153;7489;247
atlan;878;32;1848
nort;292;742;556
microeletrôn;142;469;229
taxonom;474;93;966
exteri;643;15;1338
program;114;4364;176
empresar;917;14;1927
solicit;787;211;1633
nord;272;1252;512
proinfr;441;28139;893
agrícol;215;158;376
452009;1032;8;2193
pnpd;322;1079;613
392009;726;28;1496
mctcnpqctpetroctagr;615;68;1259
0282004;229;59;404
tóxic;360;182;714
632008;422;236;850
gaseific;335;112;640
ctaquavi;736;1993;1516
ctenergcnpq;250;378;459
fat;905;63;1894
projet;152;36832;241
152007;13;8911;14
152005;921;93;1934
verd;278;286;521
capacitaca;465;443;950
mctcnpqctagroctbiotec;724;55;1492
coprodut;306;139;585
mobiliz;952;348;2003
relev;132;92;205
152008;555;916;1139
recarcin;823;273;1720
sant;600;19;1229
212008;1049;3;2239
ensin;590;1652;1216
suport;774;10;1599
mctcnpqctagronegocioaca;929;2;1948
212005;611;229;1252
leved;852;61;1779
1999;677;196;1400
sane;877;1084;1842
preservaca;1064;2;2298
gené;418;225;842
ctsaudemctcnpq;219;295;378
432009;447;2;902
432008;295;249;557
evt;764;240;1573
382007;821;104;1712
122008;656;58;1358
tel;22;41;24
tem;53;8215;245
pnicnpq;423;368;857
natur;194;382;340
europe;859;34;1795
biomass;172;35;290
qualificaca;464;272;949
meccapesmctcnpqfinep;321;1079;611
ctsaúdefm;856;171;1789
cost;609;34;1249
préclín;627;34;1281
acadêm;115;664;179
mctcnpqcthidroctinfr;880;32;1846
372006;633;89;1300
prosab;525;931;1075
122007;678;1758;1403
sement;187;102;320
hipertensa;947;7;1995
transfer;937;46;1972
582009;68;14;96
332009;1062;4;2290
seleç;650;69;1348
realizaca;831;36;1741
072010;488;1299;993
cthidroctenerg;547;46;1123
leit;108;435;167
282010;682;577;1416
valecnpq;654;39;1356
melh;391;102;798
hidr;373;162;737
igrh;988;339;2092
estabelec;185;102;317
bibliotec;1011;88;2144
decorr;362;182;711
mulh;181;298;312
agregaca;96;185;150
032009;849;615;1774
032008;989;361;2093
032007;779;790;1605
climatolog;529;80;1093
cooperaca;498;526;1014
032004;760;658;1566
032003;309;638;590
032002;511;386;1040
032001;469;8057;957
032000;991;58;2098
alcânt;1023;20;2168
422009;725;55;1493
melhor;416;212;841
602010;847;20;1772
cult;243;366;444
vertic;227;14417;394
hidrometr;632;89;1301
naval;75;457;108
mctcnpqctinfr;251;23;462
patente;386;227;777
alimentaca;49;229;71
bols;761;156;1569
precis;985;311;2085
mctcnpqprogram;509;197;1033
192006;563;63;1150
011999;942;15;1984
232007;775;10;1595
micropropag;1016;12;2155
clima;528;149;1092
ctinfr;8;32403;6
gene;718;70;1484
etanol;481;491;982
esport;975;396;2055
082010;38;544;45
412009;757;8;1562
412008;426;36;862
comerc;457;58;932
volt;155;135;2234
famili;149;1056;244
softw;636;1401;1303
482010;444;94;899
memor;1065;2;2299
nov2007;971;35;2047
defês;576;493;1183
organicosecolog;1046;73;2231
livr;744;392;1529
perd;303;16;580
mctfinep;26;82799;42
082004;580;785;1187
univers;12;34426;1697
visit;646;45;1336
janabr2005;957;204;2013
levant;233;42;405
0272004;839;64;1761
aquicult;707;1266;1453
técn;874;25;1836
estadualdistrit;683;52;1417
estrutur;955;2707;2010
construç;710;302;1456
ctbiotec;19;1504;19
102010;800;158;1671
capit;982;99;2074
espontâne;554;240;1140
0262004;1017;22;2157
receb;324;147;628
312010;478;370;972
0552009;659;4;1361
sibratec;819;2943;1709
092007;460;480;933
ctagronegoci;545;162;1121
agent;364;273;713
nutri;296;249;560
222005;783;31;1613
conjunt;3;1194;1016
222007;182;298;311
mctcnpqaeb;467;272;947
eletrôn;492;285;996
ctfv;236;9059;412
1997;1069;2;2308
cas;325;319;624
iba;1034;14;2196
poup;431;46;874
renov;732;291;1509
mineraca;620;52;1271
cat;290;263;546
biodivers;232;385;406
232008;254;198;471
fapep;689;4;1423
prêmi;807;52;1686
382009;879;32;1847
trans;282;201;536
avanç;235;167;415
control;786;34;1629
ges;1000;91;2113
nanocienc;790;56;1649
aquavi;709;302;1457
mctmpafinepctagroinov;706;745;1451
process;177;671;300
açã;119;45628;185
recuperaca;395;254;808
produ;105;2752;338
pdntm;144;67;230
642009;138;207;217
out2007;1004;7;2126
setdez2005;711;315;1458
explor;832;36;1742
umid;93;131;138
estud;218;624;579
0292004;223;151;385
pdpg;110;664;180
monoclon;928;2;1941
422010;463;32;937
aument;399;238;820
prosetctinfomctcnpq;428;53;865
animal;349;108;1616
mctcnpqctv;438;16;887
mctcnpqctinfrageom;887;12;1857
gurh;512;237;1039
ctpetroctamazon;384;82;769
espec;311;50;594
inmetr;1042;17;2222
hidrául;977;162;2061
estratég;154;1760;2004
plant;415;212;844
brasilínd;994;43;2103
mat;237;167;414
modern;756;1698;1559
max;355;608;699
agropecu;304;18;582
acess;100;236;152
692009;894;20;1870
442008;397;254;807
geolog;562;63;1152
saúd;20;1490;25
produca;302;136;581
relaç;968;68;2042
produçã;379;111;754
associ;307;139;586
mal;536;24;1104
442006;94;131;136
foment;503;353;1025
orden;843;67;1766
452006;515;167;1047
respost;828;37;1726
092009;537;24;1102
educac;493;285;997
mctcnpqpadct;291;16;551
cientificocult;140;207;219
102004;794;154;1659
452008;276;182;520
mctcnpqctagr;184;761;315
inform;246;1390;456
aeroport;972;163;2050
mctcnpqctagronegoci;376;183;749
neoplas;221;119;381
doutor;763;2;1570
ctsaudemctmscnpq;524;130;1072
agodez2004;192;351;328
mctcnpqctagroctbi;482;352;979
auxíli;475;394;969
mctcnpqcthidromm;606;34;1243
parqu;368;816;726
mctcnpqsecisfundaco;137;207;215
papel;670;294;1393
metrolog;242;60;425
deenvolv;867;298;1823
infanc;883;10;1855
mctcnpqcthidromp;841;67;1764
equip;123;4298;464
mctcnpqfndctmeccapesfap;701;99;1444
ecológ;281;441;534
322009;908;10;1901
112011;1055;8;2262
extensa;50;245;65
previsa;825;37;1725
r15000000;1037;620;2203
fix;383;249;771
512010;585;188;1200
biomater;808;167;1689
espontane;741;97;1522
ctsaúd;570;316;1168
ctagromctmdacnpq;98;920;148
carva;625;57;1279
finep;9;26451;10
fim;927;2;1942
dad;906;2;1903
biotéri;782;137;1614
ctamazoniactenerg;339;238;654
med;1071;2;2316
mctcnpqmdasaffndct;315;156;599
0312004;225;416;390
sol;542;52;1113
0302004;523;130;1073
332010;466;272;948
facilit;893;20;1872
jan2008;898;54;1880
propost;698;220;1441
052010;532;444;1090
diabet;462;32;938
prumofinep;557;287;1143
tendenc;161;265;270
2000001;76;3717;109
proset;101;436;156
562010;702;99;1445
disponibil;147;977;242
edit;6;81068;3
promoç;750;44;1543
diagnóst;734;1202;1536
próinov;806;378;1678
astronom;420;236;852
202005;284;274;532
centroo;949;6;1996
universit;257;198;473
terr;826;37;1728
amarel;277;302;522
convit;27;9685;29
meteorológ;958;790;2017
espac;141;479;218
112008;539;106;1106
logís;1009;311;2140
cttransvers;815;53;1700
transform;1043;73;2228
recicl;286;220;548
aquá;769;92;1584
compon;1012;88;2145
112006;332;17;634
112007;298;389;569
112005;253;954;466
consum;1045;73;2230
hidrográf;410;491;834
combust;334;112;639
utilizaca;259;111;485
ctsaud;24;89;23
152010;999;91;2112
192004;34;979;39
192005;52;544;64
262008;662;57;1369
262009;909;4;1907
prés;865;256;1809
sepincnpqfinep;249;781;454
renorbi;273;609;514
event;88;5103;129
cnpqmct;1031;8;2192
etap;439;99;892
352006;407;245;831
fndct;375;3492;742
20082009;817;16;1706
5000000;43;8655;50
5000001;443;1880;896
ofert;1057;8;2282
adapt;652;13;1351
mctcnpqctbiotecnolog;848;20;1771
0102004;888;324;1860
terapeu;925;2;1943
ampliaca;673;294;1390
reg;293;29;1353
red;18;7482;386
bac;409;940;833
cthidroprosabmctfinep;569;646;1166
inov;247;14278;571
periurb;208;163;354
502008;522;125;1070
472010;669;331;1388
302007;628;29;1288
cart;29;6784;28
apl´;668;287;1383
402007;993;43;2102
carn;106;189;168
272008;402;238;817
doenc;882;10;1853
metaból;1015;177;2150
272005;83;264;121
462008;179;87;299
462009;494;297;1003
372010;604;24;1238
15000000;65;4280;88
072009;876;1084;1844
072008;148;929;240
brasil;91;1368;561
públic;45;85163;51
12009;844;511;1767
0106;974;396;2056
grad;1010;192;2141
biológ;1002;260;2121
finland;759;18;1564
072007;405;714;824
072006;264;212;493
072005;312;741;596
072004;742;1192;1524
pniproninc;850;615;1773
292007;599;53;1225
292006;970;68;2039
circuit;437;16;889
sustent;365;127;721
fineppadctcenpesbidsinapadanp;943;15;1983
292009;157;158;252
292008;417;212;840
aeroespac;507;253;1028
posgraduaca;330;147;626
mctcnpqctamazon;168;688;278
mctfinepm;904;459;1893
142006;959;790;2019
ctamazôn;535;522;1099
402009;899;24;1888
202006;619;52;1269
202007;189;170;325
prospecç;299;109;572
olimpi;1054;2;2251
cade;107;1433;337
mctcnpqctenerg;124;619;199
nanotecnolog;85;1743;128
012010;214;2967;364
202009;173;92;289
síndrom;1014;177;2149
arch;969;68;2041
farmac;1007;228;2138
coagul;902;63;1895
intervivenc;256;198;472
encomend;17;58084;18
convenc;414;212;843
demonstr;1039;20;2207
mctcnpqctbioctsaudemssctiedecit;190;170;324
fotovolta;541;52;1114
individ;476;426;970
construca;74;47;107
cthidr;25;4810;31
mctfinepat;796;687;1663
pesquisafap;998;6;2107
urban;206;189;353
incub;424;2154;858
nutrica;897;20;1873
poliniz;667;14;1382
país;749;40;1545
respir;885;10;1854
mctcnpqctagrocthidromapasdcspa;396;254;806
segur;640;372;1323
422008;186;102;316
conserv;403;485;818
422007;342;424;659
422005;573;53;1175
162006;649;57;1341
592008;913;20;1920
592009;892;24;1867
vocac;990;101;2097
conveni;485;22;984
ctaeron;793;663;1652
142010;32;6414;36
142011;1028;3930;2178
algod;1001;210;2119
efici;351;56;682
arranj;199;1232;344
set2007;1005;21;2130
águ;205;1448;1246
mctcnpqfape;690;4;1420
sifap;834;9;1744
cham;1;90481;2
102009;1058;4;2283
nivel;788;33;1640
102007;915;266;1924
102006;122;1735;191
102005;743;264;1526
cthidromctcnpq;344;378;666
102003;762;2;1571
mctcnpqseapprctagroctfvactsaudecthidr;150;388;239
identificaca;1052;20;2246
mater;287;276;547
cnpqfinep;468;26;956
serviç;818;2064;1710
increment;518;57;1063
mctcnpqmc;836;6;1753
clin;717;340;1485
mudanc;530;157;1091
222010;582;447;1196
ctbiotecnolog;914;15;1923
20000000;80;133;116
papesfiocruz;637;8;1311
ctaer;868;200;1826
372005;768;92;1582
40000000;922;13;1937
equival;1008;228;2137
mctcnpqmeccap;1024;250;2173
especi;789;33;1641
simpósi;939;6;1979
zon;92;165;137
port;680;391;1410
mctmdsfinep;513;246;1042
272010;853;61;1778
172010;455;72;924
internac;90;782;131
divers;651;13;1352
mctcnpqctbiotecnologiactsaudemssctiedecit;270;508;510
digit;890;424;1863
662009;723;55;1489
laborator;801;158;1670
522009;926;2;1940
522008;370;58;729
marit;597;19;1227
genôm;820;104;1713
micr;624;42;1274
ctespac;1020;31;2160
ctamazoniamctcnpq;82;264;120
difusa;1070;2;2310
agroecolog;156;537;720
plan;483;20;987
042004;964;293;2025
042005;956;1341;2012
042006;201;3137;343
mctcnpqctagronegociomd;255;198;470
telemedicin;784;707;1618
042001;728;49;1502
042002;369;362;730
unidad;401;238;821
672009;552;100;1134
ovin;454;72;926
cthidroaca;489;101;992
geraca;684;4;1428
qual;610;68;1245
empreendedor;963;12;2020
122009;655;47;1355
públicamctfinep;869;200;1825
camp;777;2658;1603
hidrogeni;864;122;1803
2500000;354;163;700
proteom;795;388;1662
052009;931;215;1959
052008;1066;2;2301
tecn;802;609;1675
part;934;2;1960
brasilunia;860;34;1794
642008;579;2;1181
cnpqctpetroctamazoniactinfoctaquaviari;602;119;1231
gest;289;962;549
ampar;139;213;216
052002;814;651;1699
deng;331;136;635
renat;966;68;2040
052007;987;124;2091
052006;209;2874;349
açãotransvers;634;426;1302
manutenç;252;945;463
442010;1056;107;2264
abrangenc;583;188;1201
ecorreg;770;92;1583
linh;135;7088;1786
clín;540;1289;1109
idos;737;12;1520
252008;945;58;1989
agu;429;46;875
nutric;566;82;1164
estuarin;607;34;1248
oncolog;21;41;26
font;297;249;558
etíl;174;87;304
hidrodinâm;608;34;1244
priv;813;1198;1698
impact;359;182;710
consolid;62;546;123
especif;505;36;1026
ment;313;353;597
aperfeico;631;11;1290
fund;997;10;2106
2011;1050;9;2241
022010;708;1047;1454
local;162;1376;276
rebrat;553;100;1135
módul;87;512;130
agroecológ;285;201;537
ger;128;788;201
peptide;658;4;1362
cientif;574;50;1184
biodiesel;176;1796;302
financ;500;503;1634
pronex;538;24;1103
amazon;565;120;1154
padct;1060;3;2286
petróle;197;382;339
cttransport;241;57;420
edico;326;147;629
biotecnológ;871;106;1829
mctcnpqseappr;663;57;1368
cianotoxin;160;28;265
352007;452;221;918
bas;283;512;533
organ;471;93;967
ctpetroproset;533;167;1097
dend;653;25;1350
bem;981;99;2073
352008;266;75;505
nacion;89;1254;132
fenômen;962;790;2016
0342004;508;197;1034
integr;350;477;681
saud;67;234;98
162010;501;38;1010
cri;771;10;1596
bicud;446;2;903
sediment;596;19;1226
0242004;614;123;1255
proninc;953;564;2007
cicl;380;113;752
set;166;635;272
habit;560;1945;1843
cânc;268;75;506
faix;14;33685;17
médic;809;167;1688
572008;269;301;507
182006;361;182;709
182005;288;220;545
padr;183;102;318
are;323;1605;615
parc;812;6;1692
potenc;231;34;408
apropri;280;274;535
182009;517;86;1057
subvenç;495;7538;1004
estad;810;498;1691
dez2007;714;74;1467
superi;694;10;1437
aperfeiço;873;21;1835
092010;681;898;1409
escritóri;936;46;1971
sanguíne;903;63;1896
espirit;598;19;1228
particip;642;15;1335
562008;165;153;269
pesquis;81;40814;264
272009;916;14;1926
ambi;366;46;722
032006;713;1302;1466
sustenta;621;119;1270
032005;973;402;2051
altern;294;355;559
mctcnpqctinfractpetroaca;329;319;622
jov;86;989;126
biotecnolog;271;780;513
112010;805;539;1679
60000000;1006;42;2135
fundament;773;10;1600
mctcnpqsecil;419;236;849
472006;159;28;262
bioinov;191;170;326
jog;491;285;995
tecnológ;193;3290;727
ctinfocthidr;995;43;2101
laboratóri;158;1090;263
472008;393;77;804
operac;978;376;2063
mctcnpqctsaudemssctiedecit;267;593;504
extens;300;945;570
region;778;1127;1604
aqua;472;93;968
casadinhoprocad;1025;250;2175
setor;432;45;2216
induz;556;581;1141
facep;688;4;1426
reduca;258;111;484
científ;340;242;2214
ctinfraestrut;1067;20;2303
técnicocientif;645;49;1544
obtenç;175;105;301
cl;371;44;732
0222004;97;646;149
0012003;381;119;759
residu;261;111;486
002001;120;848;187
eolic;626;70;1280
pósgradu;263;212;496
182004;487;219;990
ctamazoniactagroctfv;228;59;402
entend;824;37;1724
102008;1040;2;2218
ctverdeamarel;470;300;958
engenh;592;1652;1215
conhec;674;294;1391
